4363868.98499 850526.964795 222.5791 23.0
4363868.88236 850532.75312 222.6892 25.0
4363866.81034 850544.164366 224.0776 18.0
4363865.09575 850560.693085 224.6351 28.0
4363867.49448 850565.076332 224.6367 32.0
4363867.17951 850572.133264 224.9732 33.0
4363866.33564 850584.448786 226.1808 47.0
4363874.29327 850413.075296 222.2389 63.0
4363871.71712 850429.866862 222.1307 35.0
4363874.54289 850437.48046 222.0159 27.0
4363874.62568 850448.898933 222.0576 61.0
4363869.63476 850463.449842 224.3547 11.0
4363870.71504 850466.490606 223.7669 15.0
4363869.98166 850479.05447 224.9312 64.0
4363869.16173 850483.925058 225.07 3.0
4363874.63986 850503.299927 224.9548 4.0
4363874.20344 850509.453262 224.7913 3.0
4363873.74939 850518.071325 222.4183 5.0
4363874.59081 850523.330552 222.4065 16.0
4363871.9155 850533.047033 222.586 40.0
4363874.10724 850543.361904 222.6576 21.0
4363870.6833 850552.375123 223.7244 27.0
4363870.72319 850404.844716 224.0509 60.0
4363876.21179 850420.290717 222.2856 47.0
4363875.55279 850428.688537 221.9894 36.0
4363874.72638 850436.063159 222.12 59.0
4363878.12334 850444.943893 221.9341 30.0
4363879.53778 850474.125089 224.9431 11.0
4363878.91191 850474.857721 224.9185 66.0
4363874.70656 850484.204854 225.125 5.0
4363879.6414 850503.354483 224.8699 6.0
4363874.97211 850508.063042 224.7623 15.0
4363878.76604 850516.170596 222.3029 9.0
4363877.9158 850528.415289 222.3652 25.0
4363878.07566 850537.542777 222.4449 30.0
4363879.13333 850547.980528 222.8421 27.0
4363877.26221 850552.364814 224.8152 59.0
4363881.53504 850421.978733 224.4977 46.0
4363885.12556 850431.09324 222.0844 29.0
4363885.54467 850444.166314 221.9628 30.0
4363881.94602 850445.263543 221.9894 24.0
4363880.97414 850473.974162 224.9092 32.0
4363880.32333 850474.158809 224.9604 22.0
4363885.66141 850493.643166 225.088 4.0
4363884.78013 850503.189117 224.8147 7.0
4363885.56013 850512.514939 222.4385 7.0
4363884.91149 850521.684869 222.3108 18.0
4363884.10804 850528.006235 222.3965 37.0
4363882.49532 850541.684281 222.4664 10.0
4363882.55564 850544.366597 222.6021 23.0
4363881.55162 850552.739155 223.4739 56.0
4363886.51418 850424.184711 225.2411 45.0
4363888.39776 850429.76399 222.0968 58.0
4363886.4236 850440.75791 222.0331 63.0
4363886.75086 850445.530311 222.1268 21.0
4363890.16588 850469.645724 224.8925 22.0
4363886.81522 850474.156727 224.987 4.0
4363891.31459 850493.638132 224.9913 4.0
4363887.59087 850501.86168 224.8089 9.0
4363890.62462 850511.320016 222.1458 2.0
4363889.42231 850517.376282 222.2689 8.0
4363886.81243 850525.071401 222.3652 33.0
4363886.81124 850534.111385 222.4154 33.0
4363889.30968 850550.300749 222.4961 61.0
4363890.93046 850552.466599 224.6281 28.0
4363896.88059 850423.580996 226.07 50.0
4363897.12174 850431.666495 224.1683 22.0
4363893.37674 850439.803695 221.9518 61.0
4363897.08499 850445.864291 222.8935 13.0
4363895.23666 850454.922938 223.7969 39.0
4363893.39385 850468.184546 224.9361 9.0
4363891.9365 850474.14762 225.0435 1.0
4363897.09412 850493.648234 224.8928 4.0
4363892.8316 850499.616427 224.7559 7.0
4363897.05784 850512.891645 222.3909 23.0
4363891.54672 850519.00702 222.3458 20.0
4363896.87473 850529.533144 222.2595 42.0
4363895.39158 850534.61841 222.3386 21.0
4363895.01371 850544.385064 222.7063 47.0
4363893.89596 850552.84458 224.372 38.0
4363899.26412 850420.147195 225.4733 29.0
4363902.3069 850430.586706 223.5441 29.0
4363898.45451 850435.777881 221.8044 29.0
4363901.00374 850445.561507 223.0541 22.0
4363900.6853 850463.775088 224.9195 26.0
4363900.66327 850464.706042 224.9365 20.0
4363900.19909 850474.474017 225.1071 6.0
4363902.70819 850493.643479 224.8464 8.0
4363901.18721 850502.161167 223.2121 13.0
4363899.54553 850512.48314 222.434 11.0
4363897.18922 850521.009576 222.3173 34.0
4363898.82996 850531.451891 222.3131 21.0
4363899.5402 850534.104352 222.2403 20.0
4363897.14327 850546.302223 224.4637 21.0
4363900.67457 850559.474511 224.871 37.0
4363908.19315 850410.75207 224.1408 51.0
4363908.12779 850423.686501 222.3206 22.0
4363904.25453 850435.023466 223.5806 23.0
4363904.09538 850435.268361 223.6189 28.0
4363907.83996 850445.632799 223.4055 30.0
4363907.77672 850461.013714 224.9074 6.0
4363902.85374 850464.633292 224.9512 4.0
4363908.2038 850483.855987 225.0302 5.0
4363908.33871 850492.02283 224.7983 13.0
4363906.86159 850502.301781 222.4466 11.0
4363907.7835 850507.540353 222.307 8.0
4363908.12941 850513.914988 222.4685 40.0
4363902.95192 850532.297169 222.2971 28.0
4363905.06935 850532.749389 222.4832 12.0
4363905.75794 850542.660675 225.0843 45.0
4363905.85943 850403.012988 223.5985 63.0
4363909.40288 850412.364989 224.4343 32.0
4363912.30514 850423.483895 222.3009 24.0
4363913.25141 850427.571352 221.8735 30.0
4363911.65328 850435.44233 222.0934 40.0
4363908.41019 850445.728115 223.5691 34.0
4363913.46816 850457.573928 224.9013 7.0
4363909.02519 850464.451728 224.9753 2.0
4363913.84377 850483.830964 224.9522 7.0
4363909.96378 850491.5379 224.7372 13.0
4363913.83985 850498.990288 222.3725 12.0
4363913.55943 850506.817689 222.3622 20.0
4363913.31034 850520.067447 222.4903 57.0
4363912.12771 850529.319148 222.5457 30.0
4363909.49071 850533.902842 222.4148 57.0
4363909.79849 850549.172778 224.7491 57.0
4363908.73584 850399.457817 223.0533 47.0
4363916.86129 850408.83863 222.44 35.0
4363914.44794 850416.227399 222.2377 57.0
4363916.50404 850431.51297 221.8183 26.0
4363918.05629 850444.004529 223.7156 18.0
4363914.07272 850449.931476 223.9739 22.0
4363919.56737 850455.371793 224.8662 2.0
4363914.265 850464.48942 225.0519 3.0
4363919.52218 850483.87984 224.861 5.0
4363915.61218 850488.64869 224.7806 8.0
4363919.56221 850496.714753 222.2787 10.0
4363916.85696 850505.354264 222.291 23.0
4363916.29948 850517.912252 222.4487 34.0
4363915.9636 850526.378715 222.7454 10.0
4363917.01642 850550.477605 224.5297 53.0
4363919.80278 850410.883891 222.5074 51.0
4363921.19996 850418.629444 222.2997 59.0
4363920.88586 850427.874064 222.1694 23.0
4363923.7766 850443.825926 223.854 11.0
4363921.50311 850445.952234 224.0079 20.0
4363920.13991 850454.775017 224.8539 3.0
4363920.03702 850464.396027 225.1256 3.0
4363925.08908 850482.802542 224.8323 4.0
4363920.41174 850486.359318 224.7917 9.0
4363924.40152 850501.402871 222.1567 16.0
4363922.68973 850503.588826 222.2087 15.0
4363923.64127 850513.290474 222.4025 46.0
4363921.22101 850524.114571 224.4308 21.0
4363925.16484 850533.484737 226.2718 57.0
4363923.94167 850544.387999 225.8698 56.0
4363922.62513 850402.109886 225.8148 47.0
4363930.0773 850408.91507 223.6661 37.0
4363927.54672 850417.76097 223.0878 61.0
4363930.56519 850431.655351 223.8745 15.0
4363929.90428 850437.596588 223.7052 24.0
4363926.61121 850449.17792 224.7665 29.0
4363925.50219 850455.144091 224.9172 2.0
4363926.66513 850483.391143 224.7454 13.0
4363930.73292 850492.23833 222.0491 3.0
4363926.4898 850494.485151 222.0481 8.0
4363927.52289 850505.437576 222.2851 29.0
4363929.96062 850513.334643 222.3666 33.0
4363928.68539 850525.644477 222.3493 33.0
4363928.98691 850534.111866 225.0875 62.0
4363931.23058 850406.815525 224.9635 33.0
4363930.87684 850491.988095 222.0771 5.0
4363931.10591 850498.628541 222.1851 25.0
4363933.76029 850504.475161 222.2375 17.0
4363932.7582 850514.407197 222.4205 22.0
4363931.45658 850526.151375 225.1115 51.0
4363931.81266 850539.525479 225.4306 57.0
4363932.03782 850403.837421 223.9527 42.0
4363824.40028 850432.620334 224.6873 61.0
4363825.19798 850457.296533 224.5091 41.0
4363829.43258 850475.111738 224.1937 43.0
4363824.23258 850491.832154 224.2291 16.0
4363829.13522 850498.457571 226.209 7.0
4363936.39483 850510.640482 225.088 35.0
4363826.77583 850554.96893 224.8818 63.0
